price,number_of_reviews,,,,,
60,13,,,,,
65,21,,,,,
180,7,,,,,
110,17,,,,,
37,5,,,,,
200,11,,,,,
68,13,,,,,
143,11,,,,,
204,9,,,,,
85,5,,,,,
25,2,,,,,
70,6,,,,,
120,6,,,,,
80,14,,,,,
77,29,,,,,
81,23,,,,,
52,2,,,,,
45,0,,,,,
20,0,,,,,
50,18,,,,,
89,8,,,,,
129,23,,,,,
284,9,,,,,
24,0,,,,,
220,0,,,,,
280,16,,,,,
80,8,,,,,
100,23,,,,,
30,1,,,,,
50,16,,,,,
25,13,,,,,
99,17,,,,,
32,2,,,,,
40,1,,,,,
35,6,,,,,
60,1,,,,,
22,4,,,,,
180,19,,,,,
49,9,,,,,
265,16,,,,,
95,7,,,,,
100,19,,,,,
130,16,,,,,
140,1,,,,,
60,2,,,,,
94,17,,,,,
25,11,,,,,
100,0,,,,,
75,3,,,,,
15,0,,,,,
35,4,,,,,
114,3,,,,,
25,1,,,,,
1000,0,,,,,
95,10,,,,,
150,4,,,,,
75,3,,,,,
100,1,,,,,
43,11,,,,,
20,2,,,,,
30,2,,,,,
33,4,,,,,
32,1,,,,,
13,21,,,,,
25,1,,,,,
999,6,,,,,
240,20,,,,,
41,3,,,,,
32,18,,,,,
36,6,,,,,
35,12,,,,,
500,1,,,,,
40,0,,,,,
19,1,,,,,
55,31,,,,,
50,17,,,,,
1000,0,,,,,
180,3,,,,,
65,5,,,,,
200,32,,,,,
1694,0,,,,,
40,2,,,,,
25,2,,,,,
58,10,,,,,
149,3,,,,,
90,1,,,,,
100,1,,,,,
80,8,,,,,
30,15,,,,,
36,21,,,,,
1,2019/4/5,,,,,
17,14,,,,,
35,0,,,,,
17,12,,,,,
20,1,,,,,
95,3,,,,,
109,0,,,,,
36,31,,,,,
48,7,,,,,
30,2,,,,,
12,0,,,,,
50,17,,,,,
25,4,,,,,
100,0,,,,,
36,13,,,,,
80,0,,,,,
80,1,,,,,
80,14,,,,,
26,11,,,,,
19,0,,,,,
51,1,,,,,
51,9,,,,,
30,20,,,,,
80,11,,,,,
65,11,,,,,
80,4,,,,,
60,0,,,,,
70,1,,,,,
110,0,,,,,
30,22,,,,,
60,1,,,,,
50,0,,,,,
1262,0,,,,,
100,8,,,,,
140,0,,,,,
120,0,,,,,
32,3,,,,,
60,10,,,,,
20,12,,,,,
165,19,,,,,
80,3,,,,,
20,8,,,,,
100,20,,,,,
30,2,,,,,
38,4,,,,,
79,46,,,,,
80,21,,,,,
150,0,,,,,
85,16,,,,,
200,2,,,,,
40,1,,,,,
50,2,,,,,
25,6,,,,,
55,11,,,,,
35,8,,,,,
85,20,,,,,
28,2,,,,,
190,1,,,,,
85,2,,,,,
22,17,,,,,
27,6,,,,,
61,23,,,,,
15,13,,,,,
50,6,,,,,
40,16,,,,,
65,0,,,,,
120,4,,,,,
102,34,,,,,
100,10,,,,,
1262,2,,,,,
21,9,,,,,
28,4,,,,,
75,19,,,,,
130,8,,,,,
50,13,,,,,
81,5,,,,,
95,2,,,,,
58,15,,,,,
199,6,,,,,
55,18,,,,,
59,3,,,,,
70,4,,,,,
70,34,,,,,
17,0,,,,,
40,14,,,,,
72,3,,,,,
125,9,,,,,
95,5,,,,,
65,35,,,,,
90,7,,,,,
15,0,,,,,
29,1,,,,,
40,6,,,,,
30,1,,,,,
972,0,,,,,
18,17,,,,,
100,0,,,,,
450,0,,,,,
40,13,,,,,
30,2,,,,,
1000,0,,,,,
300,6,,,,,
39,1,,,,,
50,6,,,,,
90,1,,,,,
60,8,,,,,
18,11,,,,,
500,0,,,,,
1000,0,,,,,
1000,0,,,,,
1000,0,,,,,
110,14,,,,,
25,8,,,,,
1000,0,,,,,
90,3,,,,,
59,10,,,,,
59,28,,,,,
Private room,1,322,,,,
110,0,,,,,
120,8,,,,,
19,1,,,,,
50,0,,,,,
40,15,,,,,
30,1,,,,,
635,0,,,,,
60,8,,,,,
55,9,,,,,
110,13,,,,,
80,3,,,,,
68,1,,,,,
45,0,,,,,
120,6,,,,,
84,7,,,,,
150,2,,,,,
70,7,,,,,
150,1,,,,,
70,5,,,,,
79,21,,,,,
395,12,,,,,
100,0,,,,,
30,8,,,,,
250,26,,,,,
60,36,,,,,
20,2,,,,,
63,12,,,,,
55,8,,,,,
278,0,,,,,
70,35,,,,,
73,21,,,,,
57,21,,,,,
45,6,,,,,
39,10,,,,,
20,8,,,,,
32,8,,,,,
85,0,,,,,
40,5,,,,,
120,8,,,,,
55,2,,,,,
55,1,,,,,
100,14,,,,,
25,6,,,,,
250,9,,,,,
22,8,,,,,
90,13,,,,,
180,1,,,,,
49,18,,,,,
25,9,,,,,
88,0,,,,,
79,10,,,,,
177,2,,,,,
82,11,,,,,
92,24,,,,,
80,2,,,,,
80,13,,,,,
18,29,,,,,
160,13,,,,,
89,8,,,,,
60,11,,,,,
25,8,,,,,
25,1,,,,,
80,19,,,,,
115,10,,,,,
20,18,,,,,
120,14,,,,,
52,4,,,,,
25,11,,,,,
25,17,,,,,
23,10,,,,,
60,2,,,,,
22,14,,,,,
50,4,,,,,
50,3,,,,,
18,12,,,,,
90,1,,,,,
25,0,,,,,
125,17,,,,,
203,0,,,,,
24,0,,,,,
45,0,,,,,
60,34,,,,,
80,1,,,,,
25,0,,,,,
45,2,,,,,
65,3,,,,,
54,5,,,,,
70,11,,,,,
110,24,,,,,
68,16,,,,,
30,2,,,,,
30,6,,,,,
30,18,,,,,
78,0,,,,,
95,1,,,,,
48,4,,,,,
75,11,,,,,
85,5,,,,,
999,25,,,,,
59,14,,,,,
55,1,,,,,
85,8,,,,,
22,3,,,,,
50,4,,,,,
400,6,,,,,
181,0,,,,,
50,15,,,,,
65,14,,,,,
41,1,,,,,
70,20,,,,,
90,5,,,,,
72,13,,,,,
49,0,,,,,
200,5,,,,,
30,5,,,,,
82,45,,,,,
120,4,,,,,
50,0,,,,,
100,1,,,,,
24,1,,,,,
100,6,,,,,
60,3,,,,,
45,4,,,,,
90,31,,,,,
41,16,,,,,
25,36,,,,,
65,24,,,,,
110,21,,,,,
120,1,,,,,
78,19,,,,,
100,16,,,,,
100,0,,,,,
40,20,,,,,
138,2,,,,,
45,1,,,,,
119,6,,,,,
99,2,,,,,
200,1,,,,,
44,3,,,,,
30,9,,,,,
85,1,,,,,
79,2,,,,,
70,13,,,,,
30,0,,,,,
70,6,,,,,
55,2,,,,,
63,3,,,,,
21,15,,,,,
40,6,,,,,
35,8,,,,,
90,6,,,,,
22,15,,,,,
20,1,,,,,
30,1,,,,,
49,5,,,,,
80,11,,,,,
85,4,,,,,
40,5,,,,,
30,4,,,,,
23,1,,,,,
70,6,,,,,
100,3,,,,,
25,15,,,,,
100,0,,,,,
65,30,,,,,
50,15,,,,,
15,8,,,,,
100,18,,,,,
59,15,,,,,
36,0,,,,,
45,5,,,,,
65,2,,,,,
69,0,,,,,
20,6,,,,,
90,1,,,,,
80,19,,,,,
72,0,,,,,
161,13,,,,,
69,10,,,,,
34,6,,,,,
65,4,,,,,
100,7,,,,,
49,0,,,,,
95,0,,,,,
12,2,,,,,
35,1,,,,,
299,14,,,,,
63,22,,,,,
70,5,,,,,
110,7,,,,,
39,0,,,,,
40,10,,,,,
95,13,,,,,
24,13,,,,,
95,12,,,,,
125,0,,,,,
60,0,,,,,
95,14,,,,,
24,1,,,,,
55,9,,,,,
150,0,,,,,
65,25,,,,,
55,27,,,,,
30,6,,,,,
30,23,,,,,
32,3,,,,,
69,20,,,,,
21,9,,,,,
28,25,,,,,
30,4,,,,,
91,21,,,,,
19,8,,,,,
45,3,,,,,
400,0,,,,,
400,0,,,,,
500,0,,,,,
800,0,,,,,
87,2,,,,,
80,3,,,,,
120,0,,,,,
150,0,,,,,
28,0,,,,,
62,3,,,,,
48,12,,,,,
90,0,,,,,
90,12,,,,,
75,3,,,,,
30,14,,,,,
13,3,,,,,
13,4,,,,,
59,17,,,,,
13,6,,,,,
150,0,,,,,
60,0,,,,,
65,1,,,,,
51,15,,,,,
90,0,,,,,
32,7,,,,,
80,1,,,,,
61,12,,,,,
44,5,,,,,
60,2,,,,,
98,4,,,,,
35,1,,,,,
30,36,,,,,
16,0,,,,,
50,12,,,,,
56,12,,,,,
70,3,,,,,
90,12,,,,,
30,6,,,,,
34,12,,,,,
80,13,,,,,
40,2,,,,,
35,2,,,,,
50,12,,,,,
36,1,,,,,
57,15,,,,,
100,1,,,,,
25,14,,,,,
200,5,,,,,
38,10,,,,,
58,2,,,,,
50,18,,,,,
1200,0,,,,,
95,6,,,,,
35,5,,,,,
25,6,,,,,
2200,0,,,,,
15,1,,,,,
200,0,,,,,
17,15,,,,,
140,10,,,,,
69,25,,,,,
92,9,,,,,
120,17,,,,,
18,0,,,,,
40,0,,,,,
30,18,,,,,
80,1,,,,,
100,9,,,,,
25,8,,,,,
50,0,,,,,
550,1,,,,,
75,3,,,,,
125,0,,,,,
80,23,,,,,
45,0,,,,,
172,0,,,,,
60,1,,,,,
35,0,,,,,
35,10,,,,,
Private room,2,359,,,,
235,0,,,,,
17,29,,,,,
294,4,,,,,
168,0,,,,,
125,4,,,,,
15,5,,,,,
80,1,,,,,
34,6,,,,,
350,9,,,,,
42,0,,,,,
40,8,,,,,
25,9,,,,,
45,33,,,,,
60,14,,,,,
36,1,,,,,
29,3,,,,,
24,9,,,,,
37,3,,,,,
60,7,,,,,
50,3,,,,,
350,0,,,,,
70,0,,,,,
100,2,,,,,
30,1,,,,,
1200,0,,,,,
100,0,,,,,
115,22,,,,,
27,5,,,,,
125,2,,,,,
75,38,,,,,
250,0,,,,,
80,1,,,,,
25,38,,,,,
60,9,,,,,
50,10,,,,,
25,6,,,,,
20,1,,,,,
55,29,,,,,
38,11,,,,,
450,0,,,,,
50,2,,,,,
90,8,,,,,
65,1,,,,,
55,1,,,,,
120,2,,,,,
40,0,,,,,
40,0,,,,,
40,2,,,,,
79,14,,,,,
40,2,,,,,
30,1,,,,,
110,18,,,,,
42,3,,,,,
110,1,,,,,
23,4,,,,,
65,8,,,,,
45,5,,,,,
270,2,,,,,
30,1,,,,,
35,4,,,,,
30,1,,,,,
30,1,,,,,
30,1,,,,,
25,1,,,,,
30,1,,,,,
30,0,,,,,
30,1,,,,,
30,1,,,,,
40,1,,,,,
95,7,,,,,
90,13,,,,,
52,7,,,,,
60,5,,,,,
60,6,,,,,
65,10,,,,,
110,1,,,,,
21,11,,,,,
79,9,,,,,
38,1,,,,,
108,2,,,,,
30,4,,,,,
53,2,,,,,
25,8,,,,,
60,6,,,,,
100,21,,,,,
75,3,,,,,
18,48,,,,,
18,8,,,,,
500,3,,,,,
130,10,,,,,
110,8,,,,,
300,2,,,,,
110,3,,,,,
45,4,,,,,
68,0,,,,,
34,1,,,,,
15,2,,,,,
40,1,,,,,
16,2,,,,,
100,3,,,,,
89,0,,,,,
70,5,,,,,
50,1,,,,,
75,7,,,,,
50,1,,,,,
95,12,,,,,
36,5,,,,,
90,19,,,,,
75,3,,,,,
84,11,,,,,
200,9,,,,,
29,7,,,,,
48,34,,,,,
129,7,,,,,
45,2,,,,,
95,12,,,,,
36,16,,,,,
108,13,,,,,
80,0,,,,,
45,1,,,,,
54,12,,,,,
40,2,,,,,
75,1,,,,,
55,4,,,,,
78,1,,,,,
88,5,,,,,
190,13,,,,,
295,0,,,,,
91,15,,,,,
109,2,,,,,
145,10,,,,,
20,2,,,,,
70,2,,,,,
25,67,,,,,
45,3,,,,,
30,8,,,,,
35,0,,,,,
25,2,,,,,
30,0,,,,,
40,0,,,,,
32,15,,,,,
200,0,,,,,
350,2,,,,,
51,0,,,,,
100,5,,,,,
200,0,,,,,
18,1,,,,,
50,0,,,,,
49,0,,,,,
30,6,,,,,
20,3,,,,,
100,1,,,,,
100,0,,,,,
22,11,,,,,
69,21,,,,,
69,30,,,,,
35,11,,,,,
200,0,,,,,
90,3,,,,,
25,5,,,,,
40,4,,,,,
65,11,,,,,
150,12,,,,,
60,4,,,,,
29,2,,,,,
100,2,,,,,
18,2,,,,,
40,3,,,,,
120,6,,,,,
100,3,,,,,
20,1,,,,,
40,1,,,,,
140,2,,,,,
300,0,,,,,
25,6,,,,,
32,5,,,,,
125,3,,,,,
32,16,,,,,
69,21,,,,,
100,3,,,,,
25,1,,,,,
42,0,,,,,
85,9,,,,,
78,0,,,,,
85,9,,,,,
312,0,,,,,
20,2,,,,,
35,1,,,,,
110,6,,,,,
36,0,,,,,
38,0,,,,,
32,14,,,,,
25,9,,,,,
250,3,,,,,
49,9,,,,,
52,12,,,,,
60,0,,,,,
1,2019/6/2,,,,,
47,0,,,,,
125,0,,,,,
1,2019/7/1,,,,,
185,1,,,,,
30,3,,,,,
120,6,,,,,
130,18,,,,,
782,0,,,,,
90,44,,,,,
90,48,,,,,
15,1,,,,,
58,10,,,,,
95,3,,,,,
50,4,,,,,
100,2,,,,,
30,4,,,,,
49,0,,,,,
49,1,,,,,
110,8,,,,,
52,2,,,,,
75,9,,,,,
30,6,,,,,
110,7,,,,,
110,8,,,,,
110,12,,,,,
110,3,,,,,
110,4,,,,,
33,2,,,,,
65,7,,,,,
60,1,,,,,
55,3,,,,,
65,17,,,,,
30,2,,,,,
25,0,,,,,
30,1,,,,,
25,2,,,,,
25,0,,,,,
40,18,,,,,
57,2,,,,,
33,0,,,,,
155,1,,,,,
30,2,,,,,
40,2,,,,,
37,4,,,,,
30,1,,,,,
80,20,,,,,
120,12,,,,,
30,1,,,,,
70,8,,,,,
32,4,,,,,
70,3,,,,,
120,0,,,,,
368,0,,,,,
100,7,,,,,
250,1,,,,,
110,3,,,,,
95,4,,,,,
90,3,,,,,
25,2,,,,,
150,4,,,,,
90,6,,,,,
90,9,,,,,
50,0,,,,,
95,1,,,,,
35,5,,,,,
38,6,,,,,
100,1,,,,,
99,2,,,,,
457,0,,,,,
180,1,,,,,
340,1,,,,,
416,0,,,,,
90,9,,,,,
79,0,,,,,
500,0,,,,,
40,5,,,,,
80,11,,,,,
50,16,,,,,
25,1,,,,,
160,0,,,,,
17,1,,,,,
60,3,,,,,
120,2,,,,,
32,3,,,,,
45,0,,,,,
45,2,,,,,
55,2,,,,,
29,16,,,,,
70,44,,,,,
40,1,,,,,
100,1,,,,,
599,1,,,,,
29,0,,,,,
25,1,,,,,
285,12,,,,,
75,0,,,,,
90,11,,,,,
129,0,,,,,
750,0,,,,,
299,0,,,,,
65,20,,,,,
300,0,,,,,
120,5,,,,,
990,0,,,,,
2000,0,,,,,
1100,0,,,,,
25,0,,,,,
25,2,,,,,
23,3,,,,,
25,0,,,,,
25,2,,,,,
25,1,,,,,
1000,0,,,,,
40,2,,,,,
60,0,,,,,
120,8,,,,,
30,0,,,,,
700,0,,,,,
1700,0,,,,,
99,0,,,,,
150,1,,,,,
501,2,,,,,
70,9,,,,,
59,5,,,,,
84,0,,,,,
16,3,,,,,
120,12,,,,,
63,0,,,,,
19,4,,,,,
800,0,,,,,
100,1,,,,,
315,0,,,,,
75,2,,,,,
825,0,,,,,
56,11,,,,,
40,2,,,,,
1150,0,,,,,
200,1,,,,,
65,1,,,,,
700,0,,,,,
25,0,,,,,
50,0,,,,,
550,1,,,,,
300,0,,,,,
2150,0,,,,,
44,11,,,,,
850,0,,,,,
950,0,,,,,
35,1,,,,,
1250,1,,,,,
95,0,,,,,
900,0,,,,,
70,3,,,,,
85,4,,,,,
34,0,,,,,
300,0,,,,,
700,0,,,,,
1250,0,,,,,
80,0,,,,,
20,11,,,,,
60,3,,,,,
35,3,,,,,
40,0,,,,,
40,3,,,,,
1900,0,,,,,
19,13,,,,,
300,0,,,,,
1500,0,,,,,
900,1,,,,,
700,0,,,,,
169,0,,,,,
400,0,,,,,
350,0,,,,,
500,0,,,,,
250,0,,,,,
1100,1,,,,,
22,1,,,,,
1000,0,,,,,
29,0,,,,,
184,0,,,,,
65,13,,,,,
25,3,,,,,
49,4,,,,,
1450,0,,,,,
19,7,,,,,
56,0,,,,,
43,7,,,,,
900,0,,,,,
40,0,,,,,
350,0,,,,,
1000,0,,,,,
60,10,,,,,
650,0,,,,,
400,0,,,,,
50,5,,,,,
5000,0,,,,,
5000,0,,,,,
5000,0,,,,,
5000,0,,,,,
5000,0,,,,,
5000,0,,,,,
5000,0,,,,,
5000,0,,,,,
65,1,,,,,
5000,0,,,,,
5000,0,,,,,
5000,0,,,,,
2600,0,,,,,
255,1,,,,,
575,0,,,,,
1100,0,,,,,
600,0,,,,,
40,0,,,,,
4500,1,,,,,
2100,0,,,,,
600,1,,,,,
950,1,,,,,
65,3,,,,,
80,6,,,,,
75,1,,,,,
1400,0,,,,,
25,1,,,,,
25,1,,,,,
35,2,,,,,
25,0,,,,,
25,0,,,,,
40,3,,,,,
950,0,,,,,
28,0,,,,,
235,0,,,,,
65,14,,,,,
75,2,,,,,
13,11,,,,,
650,0,,,,,
800,0,,,,,
720,0,,,,,
140,0,,,,,
350,0,,,,,
180,0,,,,,
59,3,,,,,
452,0,,,,,
18,2,,,,,
800,0,,,,,
200,0,,,,,
40,1,,,,,
1890,0,,,,,
150,0,,,,,
65,0,,,,,
600,0,,,,,
500,0,,,,,
100,6,,,,,
500,0,,,,,
320,1,,,,,
1000,0,,,,,
71,0,,,,,
149,0,,,,,
240,4,,,,,
294,0,,,,,
1700,0,,,,,
35,1,,,,,
550,0,,,,,
368,7,,,,,
100,0,,,,,
190,0,,,,,
91,9,,,,,
600,0,,,,,
145,0,,,,,
500,0,,,,,
50,10,,,,,
850,0,,,,,
1150,0,,,,,
1100,0,,,,,
1080,0,,,,,
150,4,,,,,
300,0,,,,,
400,1,,,,,
95,8,,,,,
550,0,,,,,
729,0,,,,,
95,4,,,,,
1100,0,,,,,
65,0,,,,,
60,1,,,,,
210,3,,,,,
50,10,,,,,
685,0,,,,,
75,5,,,,,
60,0,,,,,
750,0,,,,,
149,7,,,,,
95,5,,,,,
500,0,,,,,
925,0,,,,,
500,0,,,,,
100,1,,,,,
60,10,,,,,
80,0,,,,,
100,1,,,,,
22,8,,,,,
350,0,,,,,
100,1,,,,,
500,0,,,,,
1500,0,,,,,
1500,0,,,,,
48,2,,,,,
30,3,,,,,
60,1,,,,,
65,0,,,,,
500,0,,,,,
1200,1,,,,,
60,13,,,,,
1200,0,,,,,
30,2,,,,,
2500,0,,,,,
950,0,,,,,
65,0,,,,,
1,2019/7/21,,,,,
50,0,,,,,
2800,0,,,,,
200,0,,,,,
1799,0,,,,,
800,0,,,,,
395,0,,,,,
31,1,,,,,
37,4,,,,,
965,0,,,,,
50,8,,,,,
300,0,,,,,
59,5,,,,,
400,0,,,,,
210,7,,,,,
250,0,,,,,
50,4,,,,,
65,0,,,,,
600,1,,,,,
110,0,,,,,
700,0,,,,,
59,0,,,,,
30,0,,,,,
150,0,,,,,
300,0,,,,,
90,1,,,,,
150,0,,,,,
25,5,,,,,
24,3,,,,,
65,0,,,,,
500,0,,,,,
800,0,,,,,
1000,0,,,,,
1000,0,,,,,
265,0,,,,,
800,0,,,,,
65,2,,,,,
550,0,,,,,
23,1,,,,,
40,0,,,,,
100,2,,,,,
900,0,,,,,
138,0,,,,,
650,0,,,,,
1700,0,,,,,
800,0,,,,,
200,1,,,,,
800,0,,,,,
30,0,,,,,
400,0,,,,,
1500,0,,,,,
19,0,,,,,
49,1,,,,,
2000,0,,,,,
500,0,,,,,
950,0,,,,,
30,11,,,,,
975,0,,,,,
100,1,,,,,
800,0,,,,,
847,0,,,,,
800,0,,,,,
1050,0,,,,,
120,15,,,,,
89,10,,,,,
45,11,,,,,
125,0,,,,,
70,3,,,,,
900,0,,,,,
25,0,,,,,
40,1,,,,,
85,4,,,,,
30,0,,,,,
60,24,,,,,
40,3,,,,,
130,0,,,,,
200,0,,,,,
90,9,,,,,
58,1,,,,,
40,2,,,,,
500,0,,,,,
100,0,,,,,
250,0,,,,,
2000,0,,,,,
400,1,,,,,
310,0,,,,,
600,0,,,,,
75,2,,,,,
1980,0,,,,,
250,0,,,,,
1300,0,,,,,
77,2,,,,,
90,0,,,,,
62,1,,,,,
25,11,,,,,
500,0,,,,,
250,1,,,,,
540,1,,,,,
105,7,,,,,
40,7,,,,,
40,30,,,,,
100,1,,,,,
1000,0,,,,,
300,1,,,,,
19,6,,,,,
300,0,,,,,
80,1,,,,,
1000,0,,,,,
300,0,,,,,
200,0,,,,,
1200,0,,,,,
75,7,,,,,
63,6,,,,,
53,5,,,,,
500,0,,,,,
481,0,,,,,
480,0,,,,,
250,0,,,,,
900,0,,,,,
300,0,,,,,
120,8,,,,,
350,0,,,,,
478,0,,,,,
1200,0,,,,,
550,0,,,,,
225,0,,,,,
500,0,,,,,
100,1,,,,,
200,2,,,,,
600,0,,,,,
500,0,,,,,
85,0,,,,,
500,1,,,,,
200,1,,,,,
1000,0,,,,,
600,0,,,,,
490,0,,,,,
180,0,,,,,
535,0,,,,,
900,0,,,,,
75,1,,,,,
100,0,,,,,
1200,0,,,,,
550,1,,,,,
375,2,,,,,
1000,0,,,,,
480,0,,,,,
50,1,,,,,
100,0,,,,,
31,7,,,,,
250,4,,,,,
675,0,,,,,
600,0,,,,,
150,2,,,,,
2500,0,,,,,
500,0,,,,,
400,0,,,,,
155,1,,,,,
60,3,,,,,
500,0,,,,,
20,12,,,,,
230,7,,,,,
960,0,,,,,
20,4,,,,,
450,0,,,,,
550,1,,,,,
2200,0,,,,,
95,8,,,,,
65,0,,,,,
40,0,,,,,
95,5,,,,,
150,0,,,,,
15,11,,,,,
55,17,,,,,
69,8,,,,,
500,0,,,,,
1000,0,,,,,
95,7,,,,,
900,0,,,,,
400,0,,,,,
500,1,,,,,
180,2,,,,,
500,0,,,,,
1000,0,,,,,
59,0,,,,,
814,0,,,,,
280,1,,,,,
2300,0,,,,,
500,0,,,,,
350,25,,,,,
45,22,,,,,
150,1,,,,,
49,3,,,,,
90,3,,,,,
20,2,,,,,
750,0,,,,,
500,0,,,,,
500,0,,,,,
950,0,,,,,
500,0,,,,,
600,0,,,,,
25,1,,,,,
490,0,,,,,
500,0,,,,,
800,0,,,,,
20,12,,,,,
500,0,,,,,
250,1,,,,,
1500,0,,,,,
500,0,,,,,
110,7,,,,,
150,0,,,,,
120,1,,,,,
189,0,,,,,
55,19,,,,,
440,0,,,,,
1100,0,,,,,
180,4,,,,,
45,0,,,,,
500,0,,,,,
250,0,,,,,
50,8,,,,,
903,0,,,,,
25,0,,,,,
100,2,,,,,
300,0,,,,,
75,18,,,,,
800,0,,,,,
750,0,,,,,
244,0,,,,,
350,0,,,,,
600,1,,,,,
500,0,,,,,
995,1,,,,,
375,0,,,,,
21,21,,,,,
70,10,,,,,
700,0,,,,,
1200,0,,,,,
48,14,,,,,
130,0,,,,,
1000,0,,,,,
22,1,,,,,
95,5,,,,,
500,0,,,,,
2200,0,,,,,
59,0,,,,,
200,0,,,,,
795,0,,,,,
118,0,,,,,
299,6,,,,,
65,2,,,,,
180,8,,,,,
500,0,,,,,
70,1,,,,,
120,1,,,,,
120,14,,,,,
1000,0,,,,,
500,1,,,,,
40,0,,,,,
98,10,,,,,
80,1,,,,,
45,1,,,,,
40,6,,,,,
95,8,,,,,
800,0,,,,,
240,1,,,,,
130,1,,,,,
1170,0,,,,,
414,1,,,,,
100,0,,,,,
25,12,,,,,
86,3,,,,,
70,6,,,,,
995,0,,,,,
70,2,,,,,
80,0,,,,,
1200,0,,,,,
120,0,,,,,
497,0,,,,,
85,0,,,,,
20,2,,,,,
27,30,,,,,
31,0,,,,,
60,4,,,,,
140,7,,,,,
90,1,,,,,
500,0,,,,,
120,7,,,,,
360,1,,,,,
18,0,,,,,
50,1,,,,,
150,0,,,,,
30,4,,,,,
90,1,,,,,
20,11,,,,,
450,1,,,,,
3000,0,,,,,
39,6,,,,,
60,3,,,,,
120,1,,,,,
450,0,,,,,
20,9,,,,,
300,0,,,,,
20,4,,,,,
75,25,,,,,
51,2,,,,,
2400,1,,,,,
50,5,,,,,
769,0,,,,,
20,6,,,,,
97,14,,,,,
250,0,,,,,
78,18,,,,,
375,0,,,,,
300,0,,,,,
87,15,,,,,
250,0,,,,,
97,19,,,,,
29,1,,,,,
98,6,,,,,
64,1,,,,,
150,1,,,,,
900,0,,,,,
53,1,,,,,
400,0,,,,,
65,4,,,,,
190,1,,,,,
790,0,,,,,
4000,1,,,,,
1000,0,,,,,
65,1,,,,,
22,0,,,,,
2000,0,,,,,
89,10,,,,,
21,0,,,,,
1350,0,,,,,
20,0,,,,,
110,1,,,,,
18,1,,,,,
170,0,,,,,
18,0,,,,,
19,1,,,,,
290,0,,,,,
100,4,,,,,
19,0,,,,,
20,0,,,,,
51,10,,,,,
200,1,,,,,
19,0,,,,,
600,0,,,,,
19,0,,,,,
495,0,,,,,
200,1,,,,,
21,0,,,,,
22,0,,,,,
22,1,,,,,
20,1,,,,,
19,1,,,,,
19,0,,,,,
375,0,,,,,
65,8,,,,,
90,6,,,,,
560,1,,,,,
1250,0,,,,,
550,1,,,,,
49,0,,,,,
125,11,,,,,
450,0,,,,,
30,0,,,,,
215,1,,,,,
1000,0,,,,,
42,4,,,,,
1400,0,,,,,
150,0,,,,,
55,1,,,,,
59,2,,,,,
70,1,,,,,
380,1,,,,,
70,0,,,,,
180,4,,,,,
20,0,,,,,
55,5,,,,,
500,0,,,,,
70,4,,,,,
59,6,,,,,
190,0,,,,,
500,0,,,,,
75,3,,,,,
1700,0,,,,,
20,0,,,,,
60,1,,,,,
100,0,,,,,
21,0,,,,,
20,0,,,,,
22,0,,,,,
19,0,,,,,
45,10,,,,,
165,1,,,,,
365,0,,,,,
500,0,,,,,
1000,0,,,,,
79,6,,,,,
110,2,,,,,
50,16,,,,,
600,0,,,,,
400,1,,,,,
20,3,,,,,
350,0,,,,,
49,0,,,,,
50,6,,,,,
80,1,,,,,
500,0,,,,,
25,4,,,,,
1050,1,,,,,
65,25,,,,,
110,1,,,,,
29,22,,,,,
350,0,,,,,
31,37,,,,,
100,0,,,,,
30,29,,,,,
700,0,,,,,
30,0,,,,,
350,4,,,,,
65,9,,,,,
550,0,,,,,
26,5,,,,,
900,5,,,,,
100,8,,,,,
245,0,,,,,
55,0,,,,,
100,0,,,,,
24,8,,,,,
150,14,,,,,
220,0,,,,,
100,1,,,,,
100,0,,,,,
65,1,,,,,
100,0,,,,,
1100,0,,,,,
60,0,,,,,
450,0,,,,,
450,0,,,,,
60,0,,,,,
45,0,,,,,
65,2,,,,,
450,1,,,,,
32,13,,,,,
440,0,,,,,
400,0,,,,,
350,0,,,,,
80,13,,,,,
60,6,,,,,
25,1,,,,,
500,0,,,,,
500,1,,,,,
580,0,,,,,
18,0,,,,,
165,3,,,,,
65,2,,,,,
400,0,,,,,
350,0,,,,,
109,5,,,,,
410,0,,,,,
190,8,,,,,
330,1,,,,,
45,5,,,,,
90,4,,,,,
15,3,,,,,
3000,0,,,,,
80,0,,,,,
1400,0,,,,,
25,0,,,,,
50,2,,,,,
99,3,,,,,
100,8,,,,,
400,1,,,,,
130,1,,,,,
65,10,,,,,
700,0,,,,,
800,1,,,,,
900,0,,,,,
50,17,,,,,
350,0,,,,,
73,8,,,,,
276,0,,,,,
300,0,,,,,
25,0,,,,,
65,0,,,,,
150,0,,,,,
400,0,,,,,
1160,0,,,,,
95,31,,,,,
120,0,,,,,
700,0,,,,,
29,0,,,,,
400,0,,,,,
100,1,,,,,
95,0,,,,,
2600,0,,,,,
65,7,,,,,
75,5,,,,,
120,1,,,,,
100,0,,,,,
80,0,,,,,
620,0,,,,,
300,0,,,,,
150,0,,,,,
295,0,,,,,
750,0,,,,,
625,0,,,,,
750,0,,,,,
250,0,,,,,
200,1,,,,,
600,0,,,,,
400,1,,,,,
700,0,,,,,
29,2,,,,,
80,5,,,,,
52,1,,,,,
850,0,,,,,
400,0,,,,,
200,1,,,,,
