price,number_of_reviews,,,,,
65,0,,,,,
95,199,,,,,
125,142,,,,,
85,8,,,,,
115,0,,,,,
55,53,,,,,
45,184,,,,,
225,116,,,,,
140,28,,,,,
13,0,,,,,
30,20,,,,,
50,0,,,,,
100,1,,,,,
31,114,,,,,
25,32,,,,,
55,136,,,,,
28,2,,,,,
35,18,,,,,
350,179,,,,,
80,192,,,,,
80,2,,,,,
79,59,,,,,
90,116,,,,,
85,0,,,,,
39,52,,,,,
100,138,,,,,
20,7,,,,,
20,0,,,,,
95,83,,,,,
45,40,,,,,
31,3,,,,,
16,3,,,,,
40,19,,,,,
56,24,,,,,
9,3,,,,,
18,0,,,,,
60,19,,,,,
69,81,,,,,
48,191,,,,,
50,100,,,,,
290,13,,,,,
50,10,,,,,
90,42,,,,,
70,85,,,,,
120,109,,,,,
50,0,,,,,
35,12,,,,,
90,31,,,,,
45,0,,,,,
30,3,,,,,
60,38,,,,,
70,0,,,,,
21,1,,,,,
32,263,,,,,
60,153,,,,,
56,108,,,,,
50,228,,,,,
250,26,,,,,
55,0,,,,,
18,13,,,,,
49,299,,,,,
95,2,,,,,
40,5,,,,,
55,53,,,,,
20,44,,,,,
38,30,,,,,
33,37,,,,,
195,78,,,,,
121,146,,,,,
60,80,,,,,
55,15,,,,,
45,0,,,,,
125,73,,,,,
15,0,,,,,
18,0,,,,,
42,185,,,,,
65,31,,,,,
25,32,,,,,
100,33,,,,,
89,0,,,,,
60,8,,,,,
2,2019/7/15,,,,,
200,3,,,,,
200,1,,,,,
42,2,,,,,
50,35,,,,,
50,61,,,,,
65,138,,,,,
68,14,,,,,
72,3,,,,,
164,136,,,,,
80,34,,,,,
32,20,,,,,
25,0,,,,,
140,123,,,,,
55,97,,,,,
30,6,,,,,
47,35,,,,,
47,67,,,,,
38,1,,,,,
78,75,,,,,
30,13,,,,,
94,4,,,,,
195,44,,,,,
125,49,,,,,
340,24,,,,,
200,2,,,,,
200,5,,,,,
200,1,,,,,
230,6,,,,,
250,3,,,,,
90,23,,,,,
80,145,,,,,
21,0,,,,,
200,1,,,,,
200,0,,,,,
200,7,,,,,
200,2,,,,,
200,8,,,,,
200,3,,,,,
200,2,,,,,
200,2,,,,,
200,2,,,,,
200,2,,,,,
85,93,,,,,
38,79,,,,,
38,51,,,,,
160,20,,,,,
30,13,,,,,
73,90,,,,,
30,23,,,,,
41,260,,,,,
75,43,,,,,
90,5,,,,,
250,2,,,,,
43,175,,,,,
38,167,,,,,
40,74,,,,,
79,202,,,,,
34,33,,,,,
90,231,,,,,
38,199,,,,,
120,1,,,,,
25,180,,,,,
23,204,,,,,
150,69,,,,,
70,31,,,,,
42,8,,,,,
55,32,,,,,
30,25,,,,,
120,17,,,,,
17,35,,,,,
380,2,,,,,
26,283,,,,,
150,7,,,,,
99,115,,,,,
99,134,,,,,
300,141,,,,,
67,4,,,,,
150,3,,,,,
50,4,,,,,
175,121,,,,,
140,39,,,,,
68,83,,,,,
35,65,,,,,
30,12,,,,,
64,97,,,,,
45,7,,,,,
95,64,,,,,
25,25,,,,,
35,133,,,,,
130,0,,,,,
25,60,,,,,
27,120,,,,,
25,46,,,,,
50,83,,,,,
29,30,,,,,
49,154,,,,,
80,27,,,,,
69,8,,,,,
80,13,,,,,
75,46,,,,,
25,2,,,,,
80,269,,,,,
70,11,,,,,
90,57,,,,,
99,205,,,,,
55,78,,,,,
80,83,,,,,
45,154,,,,,
18,185,,,,,
23,27,,,,,
119,100,,,,,
55,205,,,,,
84,95,,,,,
68,2,,,,,
95,28,,,,,
132,4,,,,,
65,35,,,,,
35,201,,,,,
79,29,,,,,
99,218,,,,,
52,97,,,,,
65,195,,,,,
69,191,,,,,
45,244,,,,,
40,31,,,,,
129,70,,,,,
69,17,,,,,
65,42,,,,,
55,39,,,,,
100,211,,,,,
98,15,,,,,
85,180,,,,,
850,0,,,,,
49,0,,,,,
62,97,,,,,
70,126,,,,,
40,295,,,,,
32,36,,,,,
130,0,,,,,
65,233,,,,,
80,0,,,,,
65,13,,,,,
75,18,,,,,
28,221,,,,,
85,208,,,,,
60,116,,,,,
89,4,,,,,
80,5,,,,,
89,3,,,,,
89,3,,,,,
89,1,,,,,
16,3,,,,,
89,1,,,,,
89,1,,,,,
89,5,,,,,
89,0,,,,,
65,4,,,,,
89,2,,,,,
89,1,,,,,
89,0,,,,,
89,0,,,,,
89,1,,,,,
89,2,,,,,
80,2,,,,,
89,0,,,,,
89,1,,,,,
30,6,,,,,
103,100,,,,,
99,12,,,,,
85,160,,,,,
70,219,,,,,
160,61,,,,,
65,21,,,,,
105,93,,,,,
67,39,,,,,
107,205,,,,,
100,2,,,,,
96,214,,,,,
200,24,,,,,
103,71,,,,,
127,68,,,,,
50,0,,,,,
70,3,,,,,
60,52,,,,,
160,116,,,,,
80,86,,,,,
21,262,,,,,
100,5,,,,,
49,162,,,,,
30,12,,,,,
80,90,,,,,
45,51,,,,,
65,30,,,,,
67,34,,,,,
65,82,,,,,
56,222,,,,,
30,1,,,,,
33,2,,,,,
40,69,,,,,
55,101,,,,,
70,49,,,,,
70,52,,,,,
49,133,,,,,
85,169,,,,,
59,105,,,,,
52,113,,,,,
79,8,,,,,
63,156,,,,,
150,176,,,,,
65,158,,,,,
44,257,,,,,
107,144,,,,,
19,222,,,,,
36,1,,,,,
50,3,,,,,
19,72,,,,,
23,16,,,,,
18,156,,,,,
60,23,,,,,
35,93,,,,,
99,99,,,,,
70,0,,,,,
52,44,,,,,
21,18,,,,,
23,0,,,,,
27,3,,,,,
25,7,,,,,
50,218,,,,,
120,81,,,,,
35,151,,,,,
48,61,,,,,
200,1,,,,,
140,15,,,,,
120,113,,,,,
90,83,,,,,
60,27,,,,,
98,1,,,,,
99,153,,,,,
75,19,,,,,
130,128,,,,,
140,10,,,,,
91,5,,,,,
39,122,,,,,
75,85,,,,,
86,165,,,,,
44,1,,,,,
59,12,,,,,
30,35,,,,,
30,7,,,,,
19,78,,,,,
55,151,,,,,
30,2,,,,,
120,25,,,,,
50,74,,,,,
38,69,,,,,
85,6,,,,,
80,38,,,,,
230,22,,,,,
20,100,,,,,
45,5,,,,,
65,188,,,,,
116,36,,,,,
70,7,,,,,
36,2,,,,,
60,127,,,,,
80,190,,,,,
90,52,,,,,
50,182,,,,,
14,52,,,,,
20,1,,,,,
94,75,,,,,
80,210,,,,,
49,82,,,,,
50,154,,,,,
40,178,,,,,
40,190,,,,,
115,120,,,,,
60,188,,,,,
70,249,,,,,
74,44,,,,,
15,69,,,,,
45,4,,,,,
130,6,,,,,
22,0,,,,,
70,103,,,,,
40,3,,,,,
20,1,,,,,
28,2,,,,,
135,87,,,,,
110,49,,,,,
38,46,,,,,
54,21,,,,,
16,60,,,,,
33,25,,,,,
45,4,,,,,
54,5,,,,,
90,143,,,,,
55,111,,,,,
28,10,,,,,
90,1,,,,,
65,222,,,,,
30,2,,,,,
30,12,,,,,
50,13,,,,,
50,36,,,,,
60,129,,,,,
55,4,,,,,
39,137,,,,,
69,27,,,,,
60,169,,,,,
87,78,,,,,
150,45,,,,,
65,82,,,,,
51,161,,,,,
108,158,,,,,
25,181,,,,,
100,8,,,,,
45,129,,,,,
55,66,,,,,
79,73,,,,,
19,59,,,,,
80,0,,,,,
31,51,,,,,
35,122,,,,,
82,179,,,,,
55,235,,,,,
19,46,,,,,
114,0,,,,,
45,14,,,,,
80,7,,,,,
45,22,,,,,
30,29,,,,,
43,284,,,,,
70,26,,,,,
50,27,,,,,
55,129,,,,,
95,14,,,,,
49,160,,,,,
46,68,,,,,
49,0,,,,,
19,8,,,,,
160,0,,,,,
300,0,,,,,
100,158,,,,,
80,8,,,,,
35,122,,,,,
125,88,,,,,
60,19,,,,,
120,128,,,,,
60,0,,,,,
60,47,,,,,
50,175,,,,,
310,19,,,,,
50,105,,,,,
59,174,,,,,
117,26,,,,,
62,0,,,,,
120,1,,,,,
90,2,,,,,
105,1,,,,,
105,1,,,,,
29,6,,,,,
37,19,,,,,
110,27,,,,,
75,102,,,,,
50,110,,,,,
35,3,,,,,
73,14,,,,,
75,247,,,,,
38,59,,,,,
70,77,,,,,
109,155,,,,,
75,0,,,,,
65,1,,,,,
65,4,,,,,
65,1,,,,,
61,2,,,,,
61,0,,,,,
75,2,,,,,
61,1,,,,,
64,105,,,,,
105,61,,,,,
40,34,,,,,
38,80,,,,,
50,36,,,,,
90,0,,,,,
100,0,,,,,
534,85,,,,,
95,127,,,,,
13,98,,,,,
90,2,,,,,
95,7,,,,,
165,2,,,,,
98,0,,,,,
150,3,,,,,
95,155,,,,,
50,0,,,,,
65,35,,,,,
8465,0,,,,,
56,99,,,,,
45,195,,,,,
32,32,,,,,
65,20,,,,,
110,5,,,,,
200,0,,,,,
75,0,,,,,
60,148,,,,,
50,54,,,,,
65,118,,,,,
69,87,,,,,
85,129,,,,,
92,115,,,,,
115,117,,,,,
500,0,,,,,
25,30,,,,,
90,7,,,,,
55,5,,,,,
100,62,,,,,
59,25,,,,,
78,127,,,,,
41,26,,,,,
25,325,,,,,
50,207,,,,,
39,15,,,,,
49,72,,,,,
90,210,,,,,
90,229,,,,,
69,198,,,,,
80,81,,,,,
100,98,,,,,
52,67,,,,,
15,52,,,,,
285,1,,,,,
34,136,,,,,
50,185,,,,,
95,2,,,,,
66,10,,,,,
123,27,,,,,
80,105,,,,,
75,67,,,,,
42,58,,,,,
250,26,,,,,
20,38,,,,,
90,0,,,,,
85,5,,,,,
24,0,,,,,
30,153,,,,,
19,131,,,,,
87,177,,,,,
72,60,,,,,
85,11,,,,,
50,253,,,,,
46,161,,,,,
71,230,,,,,
20,74,,,,,
115,13,,,,,
45,85,,,,,
150,17,,,,,
33,127,,,,,
25,93,,,,,
80,95,,,,,
21,1,,,,,
65,38,,,,,
80,101,,,,,
20,10,,,,,
57,0,,,,,
55,49,,,,,
250,68,,,,,
90,134,,,,,
49,19,,,,,
45,12,,,,,
85,130,,,,,
200,22,,,,,
145,13,,,,,
258,0,,,,,
25,61,,,,,
60,15,,,,,
33,140,,,,,
30,6,,,,,
68,102,,,,,
101,87,,,,,
30,55,,,,,
30,47,,,,,
80,9,,,,,
135,74,,,,,
232,34,,,,,
150,68,,,,,
75,228,,,,,
36,113,,,,,
79,21,,,,,
250,81,,,,,
80,32,,,,,
63,31,,,,,
200,3,,,,,
84,52,,,,,
90,4,,,,,
25,138,,,,,
90,200,,,,,
60,2,,,,,
110,7,,,,,
54,148,,,,,
58,149,,,,,
30,140,,,,,
70,26,,,,,
70,226,,,,,
30,121,,,,,
100,4,,,,,
70,19,,,,,
130,146,,,,,
62,112,,,,,
59,190,,,,,
800,17,,,,,
59,243,,,,,
60,111,,,,,
33,18,,,,,
91,49,,,,,
60,84,,,,,
170,1,,,,,
20,4,,,,,
40,1,,,,,
36,25,,,,,
140,49,,,,,
28,240,,,,,
20,38,,,,,
75,84,,,,,
25,85,,,,,
85,13,,,,,
132,193,,,,,
130,75,,,,,
91,43,,,,,
30,0,,,,,
66,114,,,,,
35,9,,,,,
50,3,,,,,
55,118,,,,,
33,123,,,,,
15,30,,,,,
57,18,,,,,
109,35,,,,,
120,68,,,,,
54,38,,,,,
100,46,,,,,
78,209,,,,,
70,53,,,,,
40,5,,,,,
50,104,,,,,
45,96,,,,,
56,9,,,,,
80,27,,,,,
140,113,,,,,
70,11,,,,,
75,156,,,,,
65,215,,,,,
145,57,,,,,
80,119,,,,,
64,246,,,,,
70,80,,,,,
98,29,,,,,
143,0,,,,,
122,82,,,,,
200,0,,,,,
64,6,,,,,
62,120,,,,,
25,52,,,,,
21,73,,,,,
129,35,,,,,
75,0,,,,,
76,264,,,,,
45,33,,,,,
99,0,,,,,
36,200,,,,,
22,63,,,,,
55,2,,,,,
65,35,,,,,
25,36,,,,,
25,53,,,,,
55,11,,,,,
68,9,,,,,
90,109,,,,,
65,8,,,,,
24,0,,,,,
58,64,,,,,
50,2,,,,,
69,158,,,,,
85,0,,,,,
100,31,,,,,
40,186,,,,,
75,26,,,,,
50,5,,,,,
150,5,,,,,
60,39,,,,,
66,94,,,,,
125,142,,,,,
38,90,,,,,
97,34,,,,,
60,80,,,,,
75,26,,,,,
322,74,,,,,
75,163,,,,,
80,70,,,,,
75,46,,,,,
141,98,,,,,
28,188,,,,,
200,2,,,,,
62,87,,,,,
120,60,,,,,
70,0,,,,,
100,1,,,,,
60,214,,,,,
45,25,,,,,
17,9,,,,,
75,168,,,,,
35,71,,,,,
70,34,,,,,
100,78,,,,,
73,230,,,,,
85,151,,,,,
21,173,,,,,
130,24,,,,,
84,63,,,,,
210,114,,,,,
25,39,,,,,
70,19,,,,,
29,42,,,,,
43,1,,,,,
65,14,,,,,
400,15,,,,,
75,24,,,,,
45,0,,,,,
48,38,,,,,
30,32,,,,,
112,186,,,,,
160,120,,,,,
45,114,,,,,
32,53,,,,,
125,24,,,,,
23,118,,,,,
85,83,,,,,
25,90,,,,,
20,246,,,,,
165,43,,,,,
70,15,,,,,
23,100,,,,,
30,25,,,,,
51,100,,,,,
215,80,,,,,
80,37,,,,,
108,72,,,,,
59,17,,,,,
52,140,,,,,
30,4,,,,,
26,1,,,,,
297,62,,,,,
21,32,,,,,
100,99,,,,,
180,30,,,,,
45,241,,,,,
48,64,,,,,
60,69,,,,,
100,2,,,,,
140,5,,,,,
61,6,,,,,
99,1,,,,,
75,134,,,,,
35,30,,,,,
24,33,,,,,
200,0,,,,,
100,79,,,,,
140,32,,,,,
80,98,,,,,
90,72,,,,,
79,167,,,,,
150,9,,,,,
31,49,,,,,
120,3,,,,,
69,142,,,,,
117,33,,,,,
20,19,,,,,
70,115,,,,,
38,72,,,,,
37,62,,,,,
15,74,,,,,
65,92,,,,,
87,116,,,,,
60,22,,,,,
50,3,,,,,
200,1,,,,,
49,23,,,,,
76,76,,,,,
71,187,,,,,
60,50,,,,,
75,93,,,,,
150,89,,,,,
150,239,,,,,
300,12,,,,,
160,1,,,,,
90,9,,,,,
55,127,,,,,
224,30,,,,,
145,0,,,,,
27,2,,,,,
18,6,,,,,
85,43,,,,,
50,18,,,,,
75,12,,,,,
140,19,,,,,
47,74,,,,,
24,65,,,,,
18,37,,,,,
80,99,,,,,
20,115,,,,,
59,111,,,,,
28,0,,,,,
55,183,,,,,
24,36,,,,,
73,37,,,,,
105,5,,,,,
79,134,,,,,
170,5,,,,,
95,10,,,,,
94,3,,,,,
19,179,,,,,
90,26,,,,,
64,77,,,,,
140,73,,,,,
65,123,,,,,
130,102,,,,,
28,0,,,,,
22,107,,,,,
60,172,,,,,
48,2,,,,,
90,0,,,,,
25,35,,,,,
50,133,,,,,
115,112,,,,,
80,6,,,,,
70,55,,,,,
150,0,,,,,
65,72,,,,,
35,229,,,,,
77,124,,,,,
85,102,,,,,
140,90,,,,,
124,51,,,,,
75,20,,,,,
85,19,,,,,
89,62,,,,,
30,48,,,,,
19,270,,,,,
50,244,,,,,
87,109,,,,,
67,7,,,,,
39,51,,,,,
52,162,,,,,
75,175,,,,,
55,179,,,,,
22,166,,,,,
60,8,,,,,
75,6,,,,,
25,108,,,,,
62,37,,,,,
89,166,,,,,
34,129,,,,,
450,11,,,,,
119,93,,,,,
70,126,,,,,
66,46,,,,,
84,230,,,,,
60,2,,,,,
71,1,,,,,
120,2,,,,,
78,3,,,,,
120,3,,,,,
120,1,,,,,
120,2,,,,,
155,1,,,,,
83,1,,,,,
155,6,,,,,
83,3,,,,,
83,7,,,,,
83,0,,,,,
155,1,,,,,
60,1,,,,,
83,1,,,,,
71,0,,,,,
155,3,,,,,
60,4,,,,,
83,4,,,,,
60,1,,,,,
83,2,,,,,
75,0,,,,,
20,68,,,,,
64,47,,,,,
40,121,,,,,
80,25,,,,,
180,33,,,,,
30,145,,,,,
75,55,,,,,
23,5,,,,,
70,22,,,,,
155,0,,,,,
69,84,,,,,
109,1,,,,,
79,18,,,,,
90,90,,,,,
88,59,,,,,
18,205,,,,,
29,18,,,,,
70,5,,,,,
180,7,,,,,
80,1,,,,,
74,75,,,,,
40,2,,,,,
25,2,,,,,
120,16,,,,,
129,0,,,,,
25,4,,,,,
65,51,,,,,
50,214,,,,,
55,96,,,,,
50,189,,,,,
50,187,,,,,
59,176,,,,,
58,161,,,,,
84,16,,,,,
55,89,,,,,
40,23,,,,,
150,13,,,,,
80,190,,,,,
19,200,,,,,
40,50,,,,,
85,183,,,,,
25,23,,,,,
105,0,,,,,
77,0,,,,,
40,1,,,,,
80,6,,,,,
65,152,,,,,
121,8,,,,,
99,8,,,,,
28,12,,,,,
45,81,,,,,
94,200,,,,,
110,7,,,,,
80,107,,,,,
19,63,,,,,
56,9,,,,,
40,0,,,,,
60,76,,,,,
123,2,,,,,
18,72,,,,,
121,25,,,,,
18,49,,,,,
66,5,,,,,
25,0,,,,,
85,88,,,,,
40,35,,,,,
70,109,,,,,
65,279,,,,,
65,86,,,,,
68,81,,,,,
55,8,,,,,
35,43,,,,,
45,50,,,,,
106,115,,,,,
130,6,,,,,
69,15,,,,,
80,130,,,,,
27,5,,,,,
80,31,,,,,
141,31,,,,,
153,17,,,,,
50,1,,,,,
89,109,,,,,
120,70,,,,,
67,157,,,,,
45,0,,,,,
21,0,,,,,
55,68,,,,,
45,4,,,,,
49,13,,,,,
40,42,,,,,
80,85,,,,,
165,4,,,,,
40,1,,,,,
40,118,,,,,
20,42,,,,,
150,38,,,,,
250,17,,,,,
20,241,,,,,
70,44,,,,,
175,191,,,,,
2,2019/9/5,,,,,
65,50,,,,,
17,51,,,,,
115,201,,,,,
100,13,,,,,
48,0,,,,,
14,5,,,,,
56,21,,,,,
150,168,,,,,
20,81,,,,,
60,24,,,,,
85,0,,,,,
70,69,,,,,
85,0,,,,,
93,0,,,,,
98,0,,,,,
119,6,,,,,
100,9,,,,,
34,8,,,,,
144,72,,,,,
100,132,,,,,
65,129,,,,,
93,0,,,,,
98,0,,,,,
65,77,,,,,
76,145,,,,,
67,169,,,,,
170,1,,,,,
60,46,,,,,
98,45,,,,,
53,135,,,,,
75,97,,,,,
100,17,,,,,
75,73,,,,,
40,47,,,,,
50,42,,,,,
54,94,,,,,
48,22,,,,,
60,44,,,,,
100,132,,,,,
49,25,,,,,
24,7,,,,,
24,2,,,,,
119,12,,,,,
88,2,,,,,
55,88,,,,,
25,73,,,,,
60,181,,,,,
15,2,,,,,
200,2,,,,,
56,126,,,,,
34,45,,,,,
45,173,,,,,
55,42,,,,,
26,48,,,,,
130,1,,,,,
44,4,,,,,
45,10,,,,,
19,3,,,,,
75,273,,,,,
175,41,,,,,
38,262,,,,,
80,50,,,,,
100,71,,,,,
82,95,,,,,
100,141,,,,,
80,3,,,,,
100,11,,,,,
140,2,,,,,
49,7,,,,,
40,0,,,,,
25,22,,,,,
35,142,,,,,
70,52,,,,,
25,60,,,,,
49,223,,,,,
70,196,,,,,
90,0,,,,,
60,11,,,,,
55,43,,,,,
62,48,,,,,
120,29,,,,,
125,0,,,,,
100,102,,,,,
45,21,,,,,
70,173,,,,,
159,144,,,,,
100,12,,,,,
55,217,,,,,
70,227,,,,,
58,143,,,,,
123,276,,,,,
28,40,,,,,
119,9,,,,,
77,87,,,,,
140,192,,,,,
119,6,,,,,
220,19,,,,,
41,42,,,,,
10,0,,,,,
68,44,,,,,
110,340,,,,,
131,190,,,,,
75,161,,,,,
73,67,,,,,
60,1,,,,,
180,167,,,,,
99,239,,,,,
60,158,,,,,
55,188,,,,,
27,50,,,,,
130,107,,,,,
80,1,,,,,
39,146,,,,,
522,85,,,,,
22,175,,,,,
50,2,,,,,
50,0,,,,,
139,55,,,,,
95,116,,,,,
60,126,,,,,
33,16,,,,,
20,2,,,,,
108,146,,,,,
22,12,,,,,
131,60,,,,,
21,1,,,,,
90,3,,,,,
95,88,,,,,
20,106,,,,,
79,132,,,,,
79,21,,,,,
65,23,,,,,
25,5,,,,,
16,9,,,,,
100,69,,,,,
48,2,,,,,
45,16,,,,,
70,64,,,,,
56,165,,,,,
50,62,,,,,
55,180,,,,,
49,238,,,,,
50,1,,,,,
28,0,,,,,
70,6,,,,,
23,24,,,,,
70,23,,,,,
68,16,,,,,
30,10,,,,,
25,8,,,,,
89,100,,,,,
70,8,,,,,
85,10,,,,,
60,3,,,,,
20,24,,,,,
78,83,,,,,
144,20,,,,,
50,4,,,,,
25,8,,,,,
90,39,,,,,
45,117,,,,,
50,74,,,,,
50,14,,,,,
69,108,,,,,
125,170,,,,,
90,24,,,,,
16,37,,,,,
190,13,,,,,
65,106,,,,,
20,8,,,,,
17,29,,,,,
55,1,,,,,
80,2,,,,,
45,89,,,,,
60,1,,,,,
94,120,,,,,
11,33,,,,,
50,2,,,,,
70,138,,,,,
200,23,,,,,
72,346,,,,,
16,102,,,,,
50,87,,,,,
20,136,,,,,
50,0,,,,,
25,20,,,,,
190,51,,,,,
24,93,,,,,
75,48,,,,,
33,3,,,,,
85,15,,,,,
100,3,,,,,
25,116,,,,,
85,20,,,,,
45,69,,,,,
22,42,,,,,
90,45,,,,,
17,0,,,,,
105,135,,,,,
35,59,,,,,
195,152,,,,,
65,177,,,,,
65,12,,,,,
20,28,,,,,
18,38,,,,,
21,317,,,,,
75,33,,,,,
20,312,,,,,
90,24,,,,,
60,15,,,,,
109,134,,,,,
400,1,,,,,
80,9,,,,,
60,8,,,,,
400,71,,,,,
48,52,,,,,
671,7,,,,,
80,121,,,,,
119,12,,,,,
20,116,,,,,
20,130,,,,,
55,9,,,,,
21,30,,,,,
100,39,,,,,
110,166,,,,,
16,38,,,,,
45,53,,,,,
128,79,,,,,
75,49,,,,,
40,34,,,,,
250,3,,,,,
90,165,,,,,
49,145,,,,,
65,60,,,,,
68,102,,,,,
60,64,,,,,
50,16,,,,,
80,73,,,,,
120,69,,,,,
77,134,,,,,
29,21,,,,,
16,156,,,,,
80,210,,,,,
90,132,,,,,
85,21,,,,,
89,44,,,,,
105,8,,,,,
94,10,,,,,
75,1,,,,,
65,66,,,,,
80,1,,,,,
200,13,,,,,
155,0,,,,,
80,0,,,,,
177,107,,,,,
150,83,,,,,
120,24,,,,,
55,34,,,,,
170,13,,,,,
66,66,,,,,
50,1,,,,,
90,129,,,,,
25,18,,,,,
99,27,,,,,
25,5,,,,,
94,16,,,,,
49,104,,,,,
19,1,,,,,
20,146,,,,,
55,2,,,,,
120,80,,,,,
82,194,,,,,
85,23,,,,,
236,83,,,,,
22,77,,,,,
100,61,,,,,
33,487,,,,,
73,92,,,,,
100,74,,,,,
30,3,,,,,
15,5,,,,,
48,35,,,,,
70,43,,,,,
50,69,,,,,
65,3,,,,,
60,63,,,,,
63,167,,,,,
75,106,,,,,
125,155,,,,,
100,0,,,,,
100,2,,,,,
110,267,,,,,
130,61,,,,,
18,17,,,,,
48,148,,,,,
25,127,,,,,
100,70,,,,,
75,276,,,,,
110,47,,,,,
75,116,,,,,
45,120,,,,,
80,85,,,,,
55,85,,,,,
73,3,,,,,
160,46,,,,,
110,6,,,,,
54,95,,,,,
70,114,,,,,
26,22,,,,,
20,59,,,,,
340,64,,,,,
30,16,,,,,
138,3,,,,,
138,5,,,,,
30,54,,,,,
80,78,,,,,
60,87,,,,,
200,174,,,,,
116,142,,,,,
290,5,,,,,
85,1,,,,,
80,54,,,,,
32,14,,,,,
80,14,,,,,
90,5,,,,,
85,17,,,,,
89,4,,,,,
120,62,,,,,
51,119,,,,,
79,144,,,,,
96,39,,,,,
65,28,,,,,
110,112,,,,,
72,116,,,,,
85,22,,,,,
180,9,,,,,
21,31,,,,,
28,21,,,,,
120,1,,,,,
220,77,,,,,
90,124,,,,,
45,100,,,,,
180,0,,,,,
285,0,,,,,
20,93,,,,,
42,165,,,,,
280,138,,,,,
120,38,,,,,
60,76,,,,,
150,79,,,,,
110,111,,,,,
43,71,,,,,
25,198,,,,,
28,8,,,,,
11,0,,,,,
65,162,,,,,
30,130,,,,,
20,4,,,,,
56,30,,,,,
60,72,,,,,
65,47,,,,,
76,44,,,,,
10,1,,,,,
200,14,,,,,
300,35,,,,,
25,243,,,,,
60,28,,,,,
46,49,,,,,
145,104,,,,,
25,61,,,,,
94,0,,,,,
24,3,,,,,
207,1,,,,,
52,8,,,,,
69,228,,,,,
20,5,,,,,
45,105,,,,,
69,164,,,,,
145,7,,,,,
45,134,,,,,
150,9,,,,,
60,88,,,,,
76,108,,,,,
39,144,,,,,
25,92,,,,,
23,80,,,,,
55,57,,,,,
125,3,,,,,
125,174,,,,,
45,3,,,,,
90,8,,,,,
155,1,,,,,
50,12,,,,,
45,20,,,,,
121,103,,,,,
200,5,,,,,
115,83,,,,,
132,41,,,,,
95,8,,,,,
78,121,,,,,
149,148,,,,,
140,128,,,,,
130,120,,,,,
128,48,,,,,
80,0,,,,,
200,2,,,,,
78,111,,,,,
15,0,,,,,
70,4,,,,,
14,1,,,,,
13,0,,,,,
13,3,,,,,
65,64,,,,,
420,16,,,,,
73,47,,,,,
46,3,,,,,
65,8,,,,,
385,109,,,,,
60,0,,,,,
37,25,,,,,
90,9,,,,,
18,7,,,,,
79,39,,,,,
130,103,,,,,
70,11,,,,,
54,152,,,,,
260,0,,,,,
95,4,,,,,
224,9,,,,,
94,100,,,,,
450,7,,,,,
63,210,,,,,
68,201,,,,,
59,171,,,,,
155,114,,,,,
571,15,,,,,
48,65,,,,,
35,16,,,,,
46,14,,,,,
110,120,,,,,
60,135,,,,,
85,129,,,,,
25,47,,,,,
210,100,,,,,
42,151,,,,,
50,53,,,,,
60,12,,,,,
66,5,,,,,
140,147,,,,,
105,35,,,,,
120,16,,,,,
135,14,,,,,
62,116,,,,,
29,7,,,,,
48,133,,,,,
100,6,,,,,
45,14,,,,,
52,130,,,,,
30,32,,,,,
30,66,,,,,
85,15,,,,,
69,14,,,,,
69,16,,,,,
69,6,,,,,
15,8,,,,,
85,62,,,,,
150,10,,,,,
109,15,,,,,
180,95,,,,,
250,22,,,,,
54,9,,,,,
66,7,,,,,
59,79,,,,,
90,12,,,,,
36,8,,,,,
68,153,,,,,
55,12,,,,,
22,6,,,,,
70,75,,,,,
70,183,,,,,
31,0,,,,,
79,1,,,,,
14,0,,,,,
70,0,,,,,
378,3,,,,,
272,2,,,,,
100,139,,,,,
90,2,,,,,
30,28,,,,,
59,151,,,,,
20,11,,,,,
50,94,,,,,
65,100,,,,,
65,159,,,,,
35,10,,,,,
25,89,,,,,
160,110,,,,,
30,35,,,,,
19,12,,,,,
50,10,,,,,
99,205,,,,,
16,133,,,,,
60,76,,,,,
220,8,,,,,
319,24,,,,,
45,129,,,,,
55,89,,,,,
52,73,,,,,
45,0,,,,,
80,143,,,,,
70,0,,,,,
145,75,,,,,
23,9,,,,,
25,89,,,,,
89,1,,,,,
70,214,,,,,
100,56,,,,,
70,20,,,,,
115,58,,,,,
30,0,,,,,
29,157,,,,,
140,24,,,,,
59,47,,,,,
99,81,,,,,
153,31,,,,,
19,188,,,,,
258,2,,,,,
50,3,,,,,
26,14,,,,,
90,185,,,,,
99,200,,,,,
135,129,,,,,
12,114,,,,,
30,3,,,,,
258,0,,,,,
30,37,,,,,
70,87,,,,,
32,110,,,,,
86,153,,,,,
75,111,,,,,
40,7,,,,,
75,83,,,,,
250,0,,,,,
3,,,,,,
207,0,,,,,
50,86,,,,,
82,61,,,,,
40,8,,,,,
70,98,,,,,
110,97,,,,,
30,0,,,,,
70,48,,,,,
70,98,,,,,
68,115,,,,,
90,116,,,,,
29,1,,,,,
99,89,,,,,
40,0,,,,,
60,66,,,,,
75,9,,,,,
40,57,,,,,
65,28,,,,,
120,21,,,,,
200,6,,,,,
60,11,,,,,
64,51,,,,,
53,6,,,,,
180,1,,,,,
95,8,,,,,
65,137,,,,,
70,17,,,,,
30,11,,,,,
20,58,,,,,
232,1,,,,,
150,6,,,,,
160,100,,,,,
72,77,,,,,
