date,season,elo1_post
2019/12/29,2019,1596.844105
2019/12/29,2019,1490.985092
2019/12/29,2019,1405.253878
2019/12/29,2019,1545.673044
2019/12/29,2019,1569.851069
2019/12/29,2019,1752.748592
2019/12/29,2019,1542.091595
2019/12/29,2019,1334.106972
2019/12/29,2019,1551.1789
2020/1/4,2019,1552.34695
2020/1/4,2019,1619.796657
2020/1/5,2019,1662.208418
2020/1/5,2019,1540.341361
2020/1/11,2019,
2020/1/11,2019,
2020/1/12,2019,
2020/1/12,2019,
2020/1/19,2019,
2020/1/19,2019,
2020/2/2,2019,
