date,season,elo1_post
1975/11/24,1975,1557.203
1975/11/27,1975,1553.686
1975/11/27,1975,1501.504
1975/11/30,1975,1670.607
1975/11/30,1975,1445.224
1975/11/30,1975,1622.828
1975/11/30,1975,1608.318
1975/11/30,1975,1418.782
1975/11/30,1975,1372.464
1975/11/30,1975,1565.107
1975/11/30,1975,1449.046
1975/11/30,1975,1362.498
1975/11/30,1975,1578.334
1975/12/1,1975,1654.204
1975/12/7,1975,1748.42
1975/12/7,1975,1398.643
1975/12/7,1975,1421.533
1975/12/7,1975,1581.141
1975/12/7,1975,1344.228
1975/12/7,1975,1326.007
1975/12/7,1975,1668.043
1975/12/7,1975,1412.461
1975/12/7,1975,1696.098
1975/12/7,1975,1425.576
1975/12/7,1975,1331.239
1975/12/7,1975,1444.904
1975/12/8,1975,1676.419
1975/12/13,1975,1621.872
1975/12/13,1975,1761.548
1975/12/14,1975,1509.671
1975/12/14,1975,1686.04
1975/12/14,1975,1403.247
1975/12/14,1975,1426.101
1975/12/14,1975,1665.452
1975/12/14,1975,1390.317
1975/12/14,1975,1459.875
1975/12/14,1975,1313.505
1975/12/14,1975,1596.97
1975/12/14,1975,1353.763
1975/12/15,1975,1350.771
1975/12/20,1975,1707.566
1975/12/20,1975,1655.493
1975/12/20,1975,1556.178
1975/12/21,1975,1347.017
1975/12/21,1975,1425.239
1975/12/21,1975,1531.662
1975/12/21,1975,1589.187
1975/12/21,1975,1379.084
1975/12/21,1975,1281.005
1975/12/21,1975,1486.378
1975/12/21,1975,1605.102
1975/12/21,1975,1601.514
1975/12/21,1975,1670.709
1975/12/27,1975,1721.455
1975/12/27,1975,1752.996
1975/12/28,1975,1674.603
1975/12/28,1975,1678.965
1976/1/4,1975,1671.43
1976/1/4,1975,1764.342
1976/1/18,1975,1777.232
1976/9/12,1976,1640.247
1976/9/12,1976,1528.323
1976/9/12,1976,1291.647
1976/9/12,1976,1340.213
1976/9/12,1976,1576.834
1976/9/12,1976,1627.65
1976/9/12,1976,1426.881
